Fauna/Flora,Grupo,Familia,Especie (Simplificado),Nome Comum,Categoria de Ameaca,Sigla Categoria de Ameaca,Bioma,Principais Ameacas,Presenca em areas Protegidas,Plano de Acao Nacional para Conservacao (PAN),Ordenamento Pesqueiro ,Nivel de Protecao na Estrategia Nacional,Especie exclusiva do Brasil,Estados de Ocorrencia,ano_lista
Fauna,Peixes Continentais,Pimelodidae,Steindachneridion scriptum,Surubim,Em Perigo (EN),EN,Mata Atlantica; Pampa,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Nao,MG; RS; SC; SP,2014
Flora,Angiospermas,Plantaginaceae,Stemodia harleyi,-,Vulneravel (VU),VU,Caatinga,Queimadas,,,,,,,2014
Flora,Angiospermas,Plantaginaceae,Stemodia hyptoides,-,Vulneravel (VU),VU,Mata Atlantica; Pampa; Pantanal,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stenachaenium macrocephalum,-,Criticamente em Perigo (CR),CR,Mata Atlantica; Pampa,Agropecuaria,Sim,Nao,Nao,2,Informacao nao disponivel,PR; RS,2014
Flora,Angiospermas,Acanthaceae,Stenandrium hatschbachii,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Acanthaceae,Stenandrium stenophyllum,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Fauna,Repteis,Tropiduridae,Stenocercus azureus,Iguaninha-azul; Lagarto-das-pedras,Em Perigo (EN),EN,Mata Atlantica; Pampa,Agropecuaria; Mineracao,Sim,Sim,Nao,2,Nao,RS,2014
Fauna,Repteis,Tropiduridae,Stenocercus dumerilii,Desconhecido,Vulneravel (VU),VU,Amazonia; Cerrado,Agropecuaria; Assentamento Humano:cidades; Assentamento Humano:rurais,Sim,Sim,Nao,2,Sim,MA; PA,2014
Flora,Pteridofitas,Polypodiaceae,Stenogrammitis limula,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,CE; ES; MG; SP,2014
Flora,Pteridofitas,Polypodiaceae,Stenogrammitis pumila,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Asteraceae,Stenophalium eriodes,-,Vulneravel (VU),VU,Caatinga,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Dichapetalaceae,Stephanopodium engleri,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Extracao para Combustivel,,,,,,,2014
Flora,Angiospermas,Dichapetalaceae,Stephanopodium magnifolium,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Fauna,Aves,Sternidae,Sterna dougallii,Trinta-reis-roseo,Vulneravel (VU),VU,Marinho,Assentamento Humano:cidades; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,3,Nao,AL; BA; CE; ES; PA; PE; PI; RJ; RN; RS; SE,2014
Fauna,Aves,Sternidae,Sterna hirundinacea,Trinta-reis-de-bico-vermelho,Vulneravel (VU),VU,Marinho,Assentamento Humano:cidades; Desastres Naturais; Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,2,Nao,AP; BA; ES; PA; PR; RJ; RS; SC; SE; SP,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchella curvioperculata,Itui,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Outras Atividades Economicas:Energia; Poluicao,Nao,Sim,Nao,1,Sim,SP,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchogiton zuanoni,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PA,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus britskii,Itui,Em Perigo (EN),EN,Mata Atlantica,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,MS; SP,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus caboclo,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,RR,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus higuchii,Desconhecido,Criticamente em Perigo (CR),CR,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,AM,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus inpai,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,PA,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus jaimei,Desconhecido,Criticamente em Perigo (CR),CR,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,AM,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus kokraimoro,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PA,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus mareikeae,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,PA,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus severii,Itui,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,RR,2014
Fauna,Peixes Continentais,Apteronotidae,Sternarchorhynchus villasboasi,Desconhecido,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PA,2014
Flora,Angiospermas,Asteraceae,Stevia catharinensis,-,Em Perigo (EN),EN,Mata Atlantica,Plantacao de Madereiras,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stevia hilarii,-,Criticamente em Perigo (CR),CR,Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stevia leptophylla,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stevia riedelli,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,RJ,2014
Flora,Angiospermas,Asteraceae,Stevia selloi,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Steyermarkina dispalata,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,MG; PR; RJ; SP,2014
Flora,Angiospermas,Asteraceae,Stifftia fruticosa,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Informacao nao disponivel,RJ; SP,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon bradei,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Informacao nao disponivel,SP,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon carautae,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Distribuicao Restrita,Nao,Nao,Nao,1,Sim,RJ,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon crenatum,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,1,Sim,ES,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon glabrum,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon harleyi,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon macedoanum,-,Criticamente em Perigo (CR),CR,Mata Atlantica; Pantanal,Distribuicao Restrita,Nao,Nao,Nao,1,Sim,MG,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon mattogrossense,-,Criticamente em Perigo (CR),CR,Pantanal,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Malpighiaceae,Stigmaphyllon vitifolium,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,RJ,2014
Fauna,Invertebrados Terrestres,Formicidae,Stigmatomma cleae,Formiga,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Nao,Nao,Nao,0,Sim,BA,2014
Flora,Angiospermas,Orchidaceae,Stigmatosema hatschbachii,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Mineracao,,,,,,,2014
Fauna,Aves,Tyrannidae,Stigmatura napensis napensis,Papa-mosca-do-sertao,Vulneravel (VU),VU,Amazonia,Agropecuaria; Mineracao; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,4,Nao,AM; PA; RR,2014
Flora,Angiospermas,Asteraceae,Stilpnopappus semirianus,-,Em Perigo (EN),EN,Caatinga,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stilpnopappus suffruticosus,-,Criticamente em Perigo (CR),CR,Caatinga,Agropecuaria,Sim,Nao,Nao,2,Informacao nao disponivel,PI,2014
Flora,Angiospermas,Asteraceae,Stomatanthes loefgrenii,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Nao,Nao,Nao,1,Sim,SP,2014
Flora,Angiospermas,Acanthaceae,Streblacanthus dubiosus,-,Em Perigo (EN),EN,Amazonia; Mata Atlantica,Queimadas,,,,,,,2014
Fauna,Aves,Strigidae,Strix huhula albomarginata,Coruja-preta,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Sim,Nao,4,Nao,ES; MG; MS; PR; RJ; SC; SP,2014
Flora,Angiospermas,Asteraceae,Strophopappus bicolor,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Asteraceae,Strophopappus ferrugineus,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Fauna,Invertebrados Terrestres,Lycaenidae,Strymon ohausi,Borboleta,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Poluicao; Queimadas,Sim,Sim,Nao,3,Sim,DF; GO; MG; PR; SP,2014
Fauna,Peixes Continentais,Characidae,Stygichthys typhlops,Piaba-branca,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,MG,2014
Flora,Angiospermas,Asteraceae,Stylotrichium corymbosum,-,Em Perigo (EN),EN,Caatinga; Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stylotrichium edmundoi,-,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stylotrichium glomeratum,-,Criticamente em Perigo (CR),CR,Caatinga,Queimadas,,,,,,,2014
Flora,Angiospermas,Asteraceae,Stylotrichium sucrei,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Fauna,Aves,Thamnophilidae,Stymphalornis acutirostris,Bicudinho-do-brejo,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Desastres Naturais; Especies Exoticas; Mineracao; Outras Atividades Economicas:Transporte; Poluicao; Poluicao Assoreamento; Queimadas,Sim,Sim,Nao,2,Sim,PR; RS; SC,2014
Fauna,Invertebrados Terrestres,Succineidae,Succinea lopesi,Desconhecido,Em Perigo (EN),EN,Ilha oceanica,Agropecuaria; Especies Exoticas,Nao,Nao,Nao,0,Sim,ES,2014
Flora,Angiospermas,Poaceae,Sucrea maculata,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,BA; ES; MT; RJ,2014
Flora,Angiospermas,Poaceae,Sucrea sampaiana,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,ES; RJ,2014
Fauna,Aves,Sulidae,Sula sula,Atoba-de-pe-vermelho,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caca/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluicao,Sim,Sim,Nao,1,Nao,AP; CE; ES; MA; PE; RJ; RN,2014
Flora,Angiospermas,Melastomataceae,Svitramia integerrima,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Melastomataceae,Svitramia minor,-,Vulneravel (VU),VU,Cerrado,Queimadas,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Melastomataceae,Svitramia wurdackiana,-,Vulneravel (VU),VU,Cerrado,Queimadas,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Fabaceae,Swartzia glazioviana,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Fabaceae,Swartzia linharensis,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Meliaceae,Swietenia macrophylla,Mogno,Vulneravel (VU),VU,Amazonia; Cerrado; Mata Atlantica,Extracao de Madeira,Sim,Nao,Nao,3,Nao,AC; AM; BA; DF; ES; GO; MG; MT; PA; PR; RO; RJ; SP,2014
Flora,Angiospermas,Arecaceae,Syagrus glaucescens,coco-de-pedra; palmeirinha azul,Vulneravel (VU),VU,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Arecaceae,Syagrus macrocarpa,baba-de-boi-grande; maria-rosa,Em Perigo (EN),EN,Mata Atlantica,Baixo Recrutamento/Reproducao/Regeneracao,Sim,Nao,Nao,2,Sim,ES; MG; RJ,2014
Flora,Angiospermas,Arecaceae,Syagrus mendanhensis,palmeirinha-da-serra,Criticamente em Perigo (CR),CR,Cerrado,Distribuicao Restrita,Sim,Sim,Nao,2,Sim,MG,2014
Flora,Angiospermas,Arecaceae,Syagrus picrophylla,coco-de-quaresma; coco-de-quarta,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,ES; MG; RJ,2014
Flora,Angiospermas,Arecaceae,Syagrus ruschiana,coco-da-pedra,Vulneravel (VU),VU,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Asteraceae,Symphyopappus uncinatus,-,Em Perigo (EN),EN,Cerrado,Especies Invasoras,,,,,,,2014
Flora,Angiospermas,Symplocaceae,Symplocos corymboclados,congonha,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Sim,MG; PR; RJ; SC,2014
Flora,Angiospermas,Symplocaceae,Symplocos itatiaiae,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,Sim,Nao,Nao,2,Informacao nao disponivel,MG; RJ,2014
Flora,Angiospermas,Symplocaceae,Symplocos neglecta,congonha-miuda,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,3,Sim,RJ,2014
Flora,Angiospermas,Symplocaceae,Symplocos organensis,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Symplocaceae,Symplocos rhamnifolia,-,Em Perigo (EN),EN,Caatinga; Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Peixes Marinhos,Arhynchobatidae,Sympterygia acuta,Raia-emplastro,Em Perigo (EN),EN,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,3,Nao,PR; RJ; RS; SC; SP,2014
Fauna,Peixes Marinhos,Arhynchobatidae,Sympterygia bonapartii,Emplastro-amarelo,Em Perigo (EN),EN,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,2,Nao,RS; SC,2014
Fauna,Aves,Furnariidae,Synallaxis infuscata,Tatac,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Extracao Florestal,Sim,Nao,Nao,1,Sim,AL; PB; PE,2014
Fauna,Aves,Furnariidae,Synallaxis kollari,Joao-de-barba-grisalho,Em Perigo (EN),EN,Amazonia,Agropecuaria; Outras Atividades Economicas:Energia; Queimadas,Sim,Sim,Nao,3,Nao,RR,2014
Fauna,Invertebrados Aquaticos,Synaptidae,Synaptula secreta,Pepino-do-mar,Criticamente em Perigo (CR),CR,Marinho,Poluicao,Sim,Sim,Nao,2,Sim,SP,2014
Flora,Angiospermas,Eriocaulaceae,Syngonanthus itambeensis,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Eriocaulaceae,Syngonanthus laricifolius,-,Vulneravel (VU),VU,Caatinga; Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Bignoniaceae,Tabebuia cassinoides,caixeta; pau de tamanco; tabebuya; tagibibuia,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Apocynaceae,Tabernaemontana cumata,-,Em Perigo (EN),EN,Amazonia,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Informacao nao disponivel,AM,2014
Flora,Angiospermas,Fabaceae,Tachigali beaurepairei,-,Vulneravel (VU),VU,Mata Atlantica,Turismo/Recreacao,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Cactaceae,Tacinga braunii,Rabo-de-rato,,,,,,,,,,,2014
Flora,Angiospermas,Sapindaceae,Talisia subalbens,cancudo,Vulneravel (VU),VU,Cerrado,Queimadas,Sim,Nao,Nao,2,Sim,MT,2014
Fauna,Aves,Thraupidae,Tangara cyanocephala cearensis,Saira-militar,Vulneravel (VU),VU,Caatinga,Extracao Direta:Caca/Pesca,Sim,Sim,Nao,2,Sim,CE,2014
Fauna,Aves,Thraupidae,Tangara fastuosa,Pintor-verdadeiro,Vulneravel (VU),VU,Caatinga; Mata Atlantica,Agropecuaria; Extracao Direta:Caca/Pesca; Extracao Florestal; Outras Atividades Economicas:Transporte; Queimadas,Sim,Sim,Nao,3,Sim,AL; PB; PE; RN,2014
Fauna,Aves,Thraupidae,Tangara peruviana,Saira-sapucaia,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Queimadas,Sim,Sim,Nao,3,Sim,BA; ES; MG; PR; RJ; RS; SC; SP,2014
Fauna,Aves,Thraupidae,Tangara velia signata,Saira-diamante,Vulneravel (VU),VU,Amazonia,Agropecuaria,Nao,Sim,Nao,2,Sim,PA,2014
Fauna,Aves,Tinamidae,Taoniscus nanus,Inhambu-carape,Em Perigo (EN),EN,Cerrado,Agropecuaria; Assentamento Humano:cidades; Queimadas,Sim,Sim,Nao,4,Nao,BA; DF; GO; MG; MS; MT; PR; SP; TO,2014
Fauna,Mamiferos,Tapiriidae,Tapirus terrestris,Anta,Vulneravel (VU),VU,Amazonia; Cerrado; Mata Atlantica; Pantanal,Agropecuaria; Extracao Direta:Caca/Pesca; Extracao Florestal,Sim,Nao,Nao,4,Nao,AC; AL; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PB; PE; PI; PR; RJ; RN; RO; RR; RS; SC; SE; SP; TO,2014
Fauna,Peixes Continentais,Heptapteridae,Taunayia bifasciata,Bagrinho-listrado ,Vulneravel (VU),VU,Mata Atlantica,Assentamento Humano:cidades; Outras Atividades Economicas:Energia; Poluicao,Sim,Sim,Nao,2,Sim,SP,2014
Fauna,Mamiferos,Tayassuidae,Tayassu pecari,Queixada,Vulneravel (VU),VU,Amazonia; Caatinga; Cerrado; Mata Atlantica; Pampa; Pantanal,Agropecuaria; Extracao Direta:Caca/Pesca; Extracao Florestal; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte; Queimadas,Sim,Nao,Nao,4,Nao,AC; AL; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PB; PE; PI; PR; RJ; RN; RO; RR; RS; SC; SE; SP; TO,2014
Fauna,Peixes Continentais,Cichlidae,Teleocichla centisquama,Desconhecido,Em Perigo (EN),EN,Amazonia,Agropecuaria; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Energia,Sim,Sim,Sim,2,Sim,PA,2014
Fauna,Peixes Continentais,Cichlidae,Teleocichla cinderella,Joaninha-da-pedra,Em Perigo (EN),EN,Amazonia; Cerrado,Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Energia; Poluicao,Nao,Sim,Sim,1,Sim,PA; TO,2014
Fauna,Peixes Continentais,Cichlidae,Teleocichla prionogenys,Joaninha-da-pedra,Vulneravel (VU),VU,Amazonia,Extracao Direta:Caca/Pesca; Mineracao; Outras Atividades Economicas:Energia,Nao,Sim,Sim,2,Sim,PA,2014
Fauna,Peixes Continentais,Cichlidae,Teleocichla wajapi,Joaninha-da-pedra,Em Perigo (EN),EN,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Sim,2,Sim,AP; PA,2014
Fauna,Peixes Continentais,Apteronotidae,Tembeassu marauna,Itui-marauna,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlantica,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,MS; SP,2014
Fauna,Aves,Thamnophilidae,Terenura sicki,Zidede-do-nordeste,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Extracao Florestal,Sim,Sim,Nao,2,Sim,AL; PB; PE,2014
Flora,Angiospermas,Combretaceae,Terminalia acuminata,merindiba; guarajuba,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Pentaphylacaceae,Ternstroemia cuneifolia,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Pteridofitas,Polypodiaceae,Terpsichore semihirsuta,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Pteridofitas,Polypodiaceae,Terpsichore taxifolia,-,Em Perigo (EN),EN,Mata Atlantica,Poluicao,,,,,,,2014
Flora,Angiospermas,Burseraceae,Tetragastris occhionii,-,Em Perigo (EN),EN,Mata Atlantica,Plantacao de Madereiras,,,,,,,2014
Fauna,Aves,Diomedeidae,Thalassarche chlororhynchos,Albatroz-de-nariz-amarelo,Em Perigo (EN),EN,Marinho,Extracao Direta:Caca/Pesca; Poluicao,Sim,Sim,Sim,3,Nao,AL; BA; ES; MA; PE; PR; RJ; RS; SC; SE; SP,2014
Fauna,Aves,Sternidae,Thalasseus maximus,Trinta-reis-real,Em Perigo (EN),EN,Marinho,Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,2,Nao,AP; BA; ES; MA; PA; PR; RJ; RS; SC; SE; SP,2014
Fauna,Mamiferos,Cricetidae,Thalpomys cerradensis,Rato-do-chao,Vulneravel (VU),VU,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,BA; DF; GO; MG; MT; TO,2014
Fauna,Mamiferos,Cricetidae,Thalpomys lasiotis,Rato-do-chao,Em Perigo (EN),EN,Cerrado,Agropecuaria; Desastres Naturais,Sim,Nao,Nao,3,Sim,BA; DF; GO; MG; MT; RO,2014
Fauna,Aves,Trochilidae,Thalurania watertonii,Beija-flor-de-costas-violetas,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Queimadas,Sim,Sim,Nao,3,Sim,AL; PB; PE; SE,2014
Fauna,Aves,Thamnophilidae,Thamnomanes caesius caesius,Ipecua,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,3,Sim,AL; BA; ES; MG; PE; RJ; SE,2014
Fauna,Aves,Thamnophilidae,Thamnophilus aethiops distans,Choca-lisa,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,AL; PB; PE,2014
Fauna,Aves,Thamnophilidae,Thamnophilus caerulescens cearensis,Choca-da-mata,Vulneravel (VU),VU,Caatinga,Agropecuaria; Assentamento Humano:cidades,Sim,Sim,Nao,2,Sim,CE,2014
Fauna,Aves,Thamnophilidae,Thamnophilus caerulescens pernambucensis,Choca-da-mata,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Sim,Sim,Nao,2,Sim,AL; PB; PE,2014
Fauna,Aves,Thamnophilidae,Thamnophilus nigrocinereus tschudii,Choca-preta-e-cinza,Em Perigo (EN),EN,Amazonia,Outras Atividades Economicas:Energia,Nao,Sim,Nao,2,Sim,AM,2014
Fauna,Invertebrados Terrestres,Bulimulidae,Thaumastus lundi,Desconhecido,Criticamente em Perigo (CR),CR,Cerrado,Especies Exoticas; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,1,Sim,MG,2014
Flora,Pteridofitas,Thelypteridaceae,Thelypteris cutiataensis,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Pteridofitas,Thelypteridaceae,Thelypteris littoralis,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Pteridofitas,Thelypteridaceae,Thelypteris montana,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Pteridofitas,Thelypteridaceae,Thelypteris multigemmifera,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Pteridofitas,Thelypteridaceae,Thelypteris novaeana,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Orchidaceae,Thelyschista ghillanyi,-,Vulneravel (VU),VU,Cerrado,Mineracao,,,,,,,2014
Fauna,Anfibios,Cycloramphidae,Thoropa petropolitana,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Ameaca Desconhecida,Sim,Sim,Nao,4,Sim,ES; MG; RJ,2014
Fauna,Anfibios,Cycloramphidae,Thoropa saxatilis,Desconhecido,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo; Poluicao,Sim,Sim,Nao,2,Sim,RS; SC,2014
Fauna,Aves,Furnariidae,Thripophaga macroura,Rabo-amarelo,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,3,Sim,BA; ES; MG; RJ,2014
Flora,Angiospermas,Malpighiaceae,Thryallis laburnum,-,Vulneravel (VU),VU,Cerrado,Disturbio Humano,,,,,,,2014
Flora,Angiospermas,Malpighiaceae,Thryallis parviflora,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,3,Informacao nao disponivel,DF; GO,2014
Fauna,Peixes Marinhos,Scombridae,Thunnus thynnus,Atum-azul,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caca/Pesca,Sim,Nao,Nao,2,Nao,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,2014
Fauna,Mamiferos,Didelphidae,Thylamys macrurus,Catita,Em Perigo (EN),EN,Cerrado; Pantanal,Agropecuaria,Sim,Nao,Nao,2,Nao,MS,2014
