Fauna/Flora,Grupo,Familia,Especie (Simplificado),Nome Comum,Categoria de Ameaca,Sigla Categoria de Ameaca,Bioma,Principais Ameacas,Presenca em areas Protegidas,Plano de Acao Nacional para Conservacao (PAN),Ordenamento Pesqueiro ,Nivel de Protecao na Estrategia Nacional,Especie exclusiva do Brasil,Estados de Ocorrencia,ano_lista
Flora,Angiospermas,Chrysobalanaceae,Hirtella parviunguis,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Chrysobalanaceae,Hirtella santosii,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Malvaceae,Hochreutinera hasslerana,-,Em Perigo (EN),EN,Pampa; Pantanal,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Nao,MT; MS; RS,2014
Flora,Angiospermas,Orchidaceae,Hoehneella heloisae,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Asteraceae,Hoehnephytum almasense,-,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella briegeri,-,Em Perigo (EN),EN,Cerrado,Turismo/Recreacao,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella caulescens,-,Em Perigo (EN),EN,Cerrado,Mineracao,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella endsfeldzii,-,Criticamente em Perigo (CR),CR,Cerrado,Turismo/Recreacao,Nao,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella ghillanyi,-,Em Perigo (EN),EN,Cerrado,Turismo/Recreacao,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella gloedeniana,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella kautskyana,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Extracao Direta,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella milleri,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,Nao,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella mixta,-,Em Perigo (EN),EN,Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Hoffmannseggella munchowiana,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Bromeliaceae,Hohenbergia castellanosii,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Bromeliaceae,Hohenbergia correia-araujoi,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Bromeliaceae,Hohenbergia littoralis,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,BA,2014
Fauna,Peixes Continentais,Characidae,Hollandichthys taramandahy,Lambari-listrado,Em Perigo (EN),EN,Mata Atlantica; Pampa,Mineracao,Sim,Sim,Sim,2,Sim,RS; SC,2014
Fauna,Anfibios,Craugastoridae,Holoaden bradei,Razinha-verrugosa-da-serra-de-brade,Criticamente em Perigo (CR),CR,Mata Atlantica,Ameaca Desconhecida,Sim,Sim,Nao,4,Sim,MG; RJ,2014
Fauna,Anfibios,Craugastoridae,Holoaden luederwaldti,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Ameaca Desconhecida,Sim,Sim,Nao,4,Sim,MG; RJ; SP,2014
Flora,Angiospermas,Asteraceae,Holocheilus hieracioides,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Holocheilus monocephalus,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Fauna,Invertebrados Terrestres,Coenagrionidae,Homeoura lindneri,Libelula,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,2,Nao,SP,2014
Fauna,Repteis,Phyllodactylidae,Homonota uruguayensis,Gecko-do-campo,Vulneravel (VU),VU,Pampa,Agropecuaria; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,2,Nao,RS,2014
Fauna,Peixes Continentais,Loricariidae,Hopliancistrus tricornis,Bodo-seda,Em Perigo (EN),EN,Amazonia,Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Energia,Sim,Sim,Sim,2,Sim,PA,2014
Flora,Angiospermas,Annonaceae,Hornschuchia alba,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Disturbio Humano,,,,,,,2014
Flora,Angiospermas,Annonaceae,Hornschuchia cauliflora,-,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Annonaceae,Hornschuchia obliqua,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Houlletia brocklehurstiana,-,Em Perigo (EN),EN,Mata Atlantica,Queimadas,Sim,Nao,Nao,3,Sim,ES; PR; RJ; SP,2014
Flora,Angiospermas,Melastomataceae,Huberia carvalhoi,mundururu,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Melastomataceae,Huberia espiritosantensis,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Melastomataceae,Huberia pirani,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,2,Sim,MG,2014
Flora,Angiospermas,Humiriaceae,Humiriastrum spiritu-sancti,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Hyalyris fiammetta,Borboleta,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Cerrado; Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,ES; MG; RJ,2014
Fauna,Invertebrados Terrestres,Nymphalidae,Hyalyris leptalina leptalina,Borboleta,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,Informacao nao disponivel,2014
Flora,Angiospermas,Violaceae,Hybanthus albus,-,Criticamente em Perigo (CR),CR,Caatinga,Agropecuaria,Sim,Nao,Nao,2,Sim,BA; MG,2014
Flora,Angiospermas,Araliaceae,Hydrocotyle langsdorffii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Repteis,Dipsadidae,Hydrodynastes melanogigas,Cobra-d'agua-grande-do-tocantins,Em Perigo (EN),EN,Cerrado,Assentamento Humano:cidades; Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,Informacao nao disponivel,2014
Fauna,Aves,Caprimulgidae,Hydropsalis candicans,Bacurau-de-rabo-branco,Vulneravel (VU),VU,Cerrado,Queimadas,Sim,Sim,Nao,3,Nao,GO; ES; MG; MS; MT; RJ; SP,2014
Fauna,Aves,Dendrocolaptidae,Hylexetastes brigidai,Arapacu-de-loro-cinza,Vulneravel (VU),VU,Amazonia,Agropecuaria; Queimadas,Sim,Sim,Nao,3,Sim,MT; PA,2014
Fauna,Aves,Grallariidae,Hylopezus paraensis,Torom-do-para,Vulneravel (VU),VU,Amazonia,Agropecuaria,Sim,Sim,Nao,3,Sim,PA,2014
Fauna,Aves,Vireonidae,Hylophilus ochraceiceps rubrifrons,Vite-vite-uirapuru,Vulneravel (VU),VU,Amazonia,Agropecuaria,Sim,Sim,Nao,2,Sim,MA; MT; PA; TO,2014
Flora,Angiospermas,Fabaceae,Hymenaea parvifolia,jutai,Vulneravel (VU),VU,Amazonia,Extracao de Madeira,Sim,Nao,Nao,2,Nao,AC; AM; PA; RO; RR; MA; PI; MT,2014
Flora,Angiospermas,Fabaceae,Hymenolobium excelsum,-,Vulneravel (VU),VU,Amazonia,Extracao Direta,Sim,Nao,Nao,2,Sim,AM; PA,2014
Flora,Pteridofitas,Hymenophyllaceae,Hymenophyllum sampaioanum,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Pteridofitas,Hymenophyllaceae,Hymenophyllum silveirae,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Mineracao,Sim,Nao,Nao,2,Sim,MG,2014
Fauna,Peixes Continentais,Loricariidae,Hypancistrus zebra,Cascudo-zebra-imperial,Criticamente em Perigo (CR),CR,Amazonia,Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Energia,Nao,Sim,Sim,2,Sim,PA,2014
Flora,Angiospermas,Lamiaceae,Hypenia aristulata,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Sim,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Hypenia crispata,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Hypenia micrantha,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,MT,2014
Flora,Angiospermas,Lamiaceae,Hypenia subrosea,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Hypericaceae,Hypericum mutilum,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Plantacao de Madereiras,Sim,Sim,Nao,2,Nao,MG; PR; RS; SC; SP,2014
Fauna,Peixes Continentais,Characidae,Hyphessobrycon coelestinus,Desconhecido,Em Perigo (EN),EN,Cerrado,Assentamento Humano:cidades,Sim,Sim,Sim,2,Sim,DF; GO,2014
Fauna,Peixes Continentais,Characidae,Hyphessobrycon duragenys,Lambari,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Poluicao,Nao,Sim,Nao,1,Sim,SP,2014
Fauna,Peixes Continentais,Characidae,Hyphessobrycon flammeus,Tetra-vermelho,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Poluicao,Sim,Sim,Nao,2,Sim,RJ; SP,2014
Fauna,Invertebrados Terrestres,Vesperidae,Hypocephalus armatus,Carocha,Vulneravel (VU),VU,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca,Sim,Nao,Nao,1,Sim,BA; MG,2014
Fauna,Aves,Thamnophilidae,Hypocnemis ochrogyna,Cantador-ocraceo,Vulneravel (VU),VU,Amazonia,Agropecuaria,Sim,Sim,Nao,4,Nao,MT; RO,2014
Flora,Angiospermas,Cyperaceae,Hypolytrum amorimii,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Cyperaceae,Hypolytrum bahiense,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Cyperaceae,Hypolytrum lucennoi,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Cyperaceae,Hypolytrum paraense,-,Em Perigo (EN),EN,Amazonia; Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Peixes Continentais,Anostomidae,Hypomasticus thayeri,Timbure,Em Perigo (EN),EN,Mata Atlantica,Especies Exoticas; Outras Atividades Economicas: Barrages Abastecimento/Drenagem; Poluicao,Sim,Sim,Nao,3,Sim,ES; MG; SP,2014
Fauna,Peixes Marinhos,Epinephelidae,Hyporthodus nigritus,Cherne-negro ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,3,Nao,BA; ES; PR; RJ; RS; SC; SP,2014
Fauna,Peixes Marinhos,Epinephelidae,Hyporthodus niveatus,Cherne-verdadeiro,Vulneravel (VU),VU,Marinho,Extracao Direta:Caca/Pesca,Sim,Sim,Sim,3,Nao,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,2014
Fauna,Invertebrados Terrestres,Streptaxidae,Hypselartemon alveus,Caracol,Vulneravel (VU),VU,Mata Atlantica,Assentamento Humano:cidades; Desastres Naturais; Queimadas,Nao,Nao,Nao,0,Sim,RJ,2014
Fauna,Anfibios,Hylidae,Hypsiboas curupi,Desconhecido,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Nao,RS; SC,2014
Fauna,Anfibios,Hylidae,Hypsiboas cymbalum,Desconhecido,Criticamente em Perigo (CR)/Possivelmente Extinto (PEX),CR/PEX,Mata Atlantica,Poluicao,Sim,Sim,Nao,4,Sim,SP,2014
Fauna,Anfibios,Hylidae,Hypsiboas semiguttatus,Desconhecido,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Sim,Nao,2,Sim,PR; SC,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias adornatus,Peixe-anual,Vulneravel (VU),VU,Caatinga,Extracao Direta:Caca/Pesca,Nao,Nao,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias alternatus,Peixe-anual,Vulneravel (VU),VU,Cerrado,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias auratus,Peixe-anual,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias brunoi,Peixe-anual,Vulneravel (VU),VU,Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca,Nao,Nao,Nao,1,Sim,GO,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias carlettoi,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga,Extracao Direta:Caca/Pesca,Nao,Nao,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias fasciatus,Peixe-anual,Vulneravel (VU),VU,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias flammeus,Peixe-da-chuva,Em Perigo (EN),EN,Cerrado,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias flavicaudatus,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga; Mata Atlantica,Agropecuaria,Nao,Nao,Nao,1,Sim,PE,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias fulminantis,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Industrias,Nao,Sim,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias ghisolfii,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca; Outras Atividades Economicas:Industrias,Nao,Sim,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias gibberatus,Peixe-anual,Vulneravel (VU),VU,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias guanambi,Peixe-anual,Vulneravel (VU),VU,Caatinga,Outras Atividades Economicas:Transporte,Nao,Nao,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias harmonicus,Peixe-anual,Vulneravel (VU),VU,Caatinga,Agropecuaria,Nao,Nao,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias hellneri,Peixe-anual,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria,Sim,Sim,Nao,2,Sim,BA; MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias igneus,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga,Extracao Direta:Caca/Pesca,Nao,Nao,Nao,1,Sim,BA,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias janaubensis,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Assentamento Humano:cidades,Nao,Nao,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias longignatus,Peixe-anual,Vulneravel (VU),VU,Caatinga,Agropecuaria,Nao,Nao,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias lopesi,Peixe-anual,Vulneravel (VU),VU,Caatinga,Agropecuaria,Nao,Nao,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias macaubensis,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga,Agropecuaria,Nao,Nao,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias magnificus,Peixe-anual,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria,Sim,Sim,Nao,2,Sim,BA; MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias marginatus,Peixe-da-chuva,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias mediopapillatus,Peixe-anual,Vulneravel (VU),VU,Caatinga; Cerrado,Agropecuaria; Extracao Direta:Caca/Pesca,Nao,Nao,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias multiradiatus,Peixe-da-chuva,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria; Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias nielseni,Peixe-anual,Em Perigo (EN),EN,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias notatus,Peixe-da-chuva,Em Perigo (EN),EN,Cerrado,Outras Atividades Economicas: Barrages Abastecimento/Drenagem; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias picturatus,Peixe-anual,Vulneravel (VU),VU,Caatinga; Cerrado,Agropecuaria,Nao,Nao,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias rufus,Peixe-anual,Criticamente em Perigo (CR),CR,Cerrado,Outras Atividades Economicas:Transporte,Nao,Sim,Nao,1,Sim,Informacao nao disponivel,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias similis,Peixe-anual,Vulneravel (VU),VU,Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias stellatus,Peixe-anual,Em Perigo (EN),EN,Cerrado,Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias tocantinensis,Desconhecido,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Sim,MA,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias trilineatus,Peixe-anual,Vulneravel (VU),VU,Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,MG,2014
Fauna,Peixes Continentais,Rivulidae,Hypsolebias virgulatus,Peixe-anual,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Sim,MG,2014
Flora,Angiospermas,Lamiaceae,Hyptidendron claussenii,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,2,Sim,MG,2014
Flora,Angiospermas,Lamiaceae,Hyptidendron conspersum,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Lamiaceae,Hyptis alpestris,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,MG; SP,2014
Flora,Angiospermas,Lamiaceae,Hyptis angustifolia,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Hyptis arenaria,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,TO,2014
Flora,Angiospermas,Lamiaceae,Hyptis bahiensis,-,Em Perigo (EN),EN,Caatinga,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Lamiaceae,Hyptis colligata,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,2,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Hyptis cruciformis,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Hyptis frondosa,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,GO; MT,2014
Flora,Angiospermas,Lamiaceae,Hyptis hamatidens,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,GO; MT,2014
Flora,Angiospermas,Lamiaceae,Hyptis imbricatiformis,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO; TO,2014
Flora,Angiospermas,Lamiaceae,Hyptis pachyphylla,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO,2014
Flora,Angiospermas,Lamiaceae,Hyptis penaeoides,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,GO; TO,2014
Flora,Angiospermas,Lamiaceae,Hyptis rhypidiophylla,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Asteraceae,Hysterionica pinnatiloba,margaridinha-do-perau,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Asteraceae,Hysterionica pinnatisecta,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Mineracao,Sim,Nao,Nao,2,Informacao nao disponivel,SC,2014
Fauna,Invertebrados Terrestres,Corinnidae,Ianduba paubrasil,Aranha-formiga,Em Perigo (EN),EN,Mata Atlantica,Extracao Florestal; Queimadas,Sim,Nao,Nao,3,Sim,BA; ES,2014
Fauna,Invertebrados Terrestres,Gonyleptidae,Iandumoema setimapocu,Opiliao,Em Perigo (EN),EN,Cerrado,Agropecuaria; Mineracao,Nao,Nao,Nao,1,Sim,MG,2014
Fauna,Invertebrados Terrestres,Gonyleptidae,Iandumoema uai,Opiliao,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Agropecuaria; Outras Atividades Economicas: Barrages Abastecimento/Drenagem,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Asteraceae,Ianthopappus corymbosus,-,Criticamente em Perigo (CR),CR,Pampa,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Ichthyothere elliptica,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Invertebrados Terrestres,Ideoroncidae,Ideoroncus cavicola,Pseudoescorpiao,Vulneravel (VU),VU,Mata Atlantica,Assentamento Humano:cidades; Poluicao,Sim,Nao,Nao,3,Sim,PR; SP,2014
Flora,Angiospermas,Plantaginaceae,Ildefonsia bibracteata,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Desenvolvimento e Infraestrutura,,,,,,,2014
Flora,Angiospermas,Aquifoliaceae,Ilex auricula,-,Criticamente em Perigo (CR),CR,Caatinga; Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Aquifoliaceae,Ilex loranthoides,-,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Aquifoliaceae,Ilex prostrata,-,Criticamente em Perigo (CR),CR,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Fabaceae,Inga aptera,inga preta,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Fabaceae,Inga arenicola,-,Em Perigo (EN),EN,Mata Atlantica,Desenvolvimento e Infraestrutura,Sim,Nao,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Fabaceae,Inga enterolobioides,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Desenvolvimento e Infraestrutura,,,,,,,2014
Flora,Angiospermas,Fabaceae,Inga grazielae,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Fabaceae,Inga maritima,inga da restinga,Vulneravel (VU),VU,Mata Atlantica,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Fabaceae,Inga mendoncaei,inga,Vulneravel (VU),VU,Mata Atlantica,Distribuicao Restrita,Sim,Nao,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Fabaceae,Inga pedunculata,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria,Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Fabaceae,Inga platyptera,-,Vulneravel (VU),VU,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Fabaceae,Inga pleiogyna,inga preta; inga veludo,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Fabaceae,Inga praegnans,-,Vulneravel (VU),VU,Mata Atlantica,Desenvolvimento e Infraestrutura,Sim,Nao,Nao,2,Sim,SP,2014
Flora,Angiospermas,Fabaceae,Inga suborbicularis,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,1,Informacao nao disponivel,BA; SP,2014
Flora,Angiospermas,Fabaceae,Inga unica,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA; ES,2014
Fauna,Mamiferos,Iniidae,Inia geoffrensis,Boto-cor-de-rosa,Em Perigo (EN),EN,Amazonia; Cerrado,Extracao Direta:Caca/Pesca; Mineracao; Outras Atividades Economicas:Energia; Poluicao,Sim,Sim,Nao,4,Nao,AC; AM; AP;  MT; PA; RO; RR,2014
Fauna,Aves,Tityridae,Iodopleura pipra,Anambezinho,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Sim,Nao,3,Sim,AL; BA; ES; MG; PE; RJ; SE; SP,2014
Fauna,Aves,Tityridae,Iodopleura pipra leucopygia,Anambezinho,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,2,Sim, PE,2014
